Timestamp,Gmtoffset,Datetime,Open,High,Low,Close,Volume
1641240300,0,"2022-01-03 20:05:00",181.912994,181.970001,181.839996,181.940002,467650
1641240600,0,"2022-01-03 20:10:00",181.934997,182.199996,181.929992,182.139892,794716
1641240900,0,"2022-01-03 20:15:00",182.130004,182.134994,181.910003,181.996994,591683
1641241200,0,"2022-01-03 20:20:00",181.990005,182.020004,181.870101,181.934997,601906
1641241500,0,"2022-01-03 20:25:00",181.934997,182.149505,181.929992,182.145004,695017
1641241800,0,"2022-01-03 20:30:00",182.149993,182.149993,181.850006,181.889999,856079
1641242100,0,"2022-01-03 20:35:00",181.880004,181.940002,181.710006,181.800003,1181022
1641242400,0,"2022-01-03 20:40:00",181.800003,181.809997,181.36,181.529998,1407771
1641242700,0,"2022-01-03 20:45:00",181.520004,181.675003,181.464996,181.649993,1140016
1641243000,0,"2022-01-03 20:50:00",181.645004,181.880004,181.195007,181.804992,2449020
1641243300,0,"2022-01-03 20:55:00",181.804992,182.009994,181.699996,182,3221183
1641243600,0,"2022-01-03 21:00:00",182.009994,182.009994,182.009994,182.009994,
1641306600,0,"2022-01-04 14:30:00",182.630004,182.940002,181.539993,181.960006,5258909
1641306900,0,"2022-01-04 14:35:00",181.979995,182.545501,181.779998,182.389297,1950646
1641307200,0,"2022-01-04 14:40:00",182.389999,182.509994,181.490005,182.139999,1748670
1641307500,0,"2022-01-04 14:45:00",182.149993,182.509994,181.699996,182.350006,1636469
1641307800,0,"2022-01-04 14:50:00",182.350006,182.479995,182.089996,182.419998,1613042
1641308100,0,"2022-01-04 14:55:00",182.419998,182.850006,182.020004,182.270004,2270338
1641308400,0,"2022-01-04 15:00:00",182.270004,182.389999,181.551895,181.780105,2002404
1641308700,0,"2022-01-04 15:05:00",181.797302,182.039993,181.669998,181.960006,1164241
1641309000,0,"2022-01-04 15:10:00",181.970001,182.240005,181.789993,181.880004,1462798
1641309300,0,"2022-01-04 15:15:00",181.884994,181.995498,181.5,181.759994,1506240
1641309600,0,"2022-01-04 15:20:00",181.770004,182.157699,181.759994,181.945007,1417229
1641309900,0,"2022-01-04 15:25:00",181.949707,182.25,181.830307,182.25,1079863
1641310200,0,"2022-01-04 15:30:00",182.399902,182.679901,182.350006,182.5,1922343
1641310500,0,"2022-01-04 15:35:00",182.5,182.600006,181.759994,181.839996,1315272
1641310800,0,"2022-01-04 15:40:00",181.833694,182.190002,181.759994,181.880004,1135929
1641311100,0,"2022-01-04 15:45:00",181.869995,182.300201,181.75,182.139999,1106195
1641311400,0,"2022-01-04 15:50:00",182.139999,182.199996,181.830001,181.960006,898955
1641311700,0,"2022-01-04 15:55:00",181.960006,181.970001,180.970001,181.009994,2027194
1641312000,0,"2022-01-04 16:00:00",181.020004,181.050003,179.470001,179.681396,3238952
1641312300,0,"2022-01-04 16:05:00",179.669998,180.029998,179.619995,179.960006,2070351
1641312600,0,"2022-01-04 16:10:00",179.964996,180.630004,179.960006,180.520004,1681031
1641312900,0,"2022-01-04 16:15:00",180.514999,180.61,180.080001,180.410003,1134972
1641313200,0,"2022-01-04 16:20:00",180.419998,180.429992,179.669998,179.86,1101209
1641313500,0,"2022-01-04 16:25:00",179.861206,179.949996,179.509994,179.940002,1023874
1641313800,0,"2022-01-04 16:30:00",179.940002,180.020004,179.679992,179.958892,974425
1641314100,0,"2022-01-04 16:35:00",179.960006,180.199996,179.779998,180.160003,941036
1641314400,0,"2022-01-04 16:40:00",180.160003,180.210006,179.839996,179.955001,855006
1641314700,0,"2022-01-04 16:45:00",179.949996,180.199996,179.925003,180.020004,660640
1641315000,0,"2022-01-04 16:50:00",180.011306,180.059997,179.740005,179.824996,867876
1641315300,0,"2022-01-04 16:55:00",179.820007,180.050003,179.619995,179.815002,1008974
1641315600,0,"2022-01-04 17:00:00",179.815002,179.949996,179.300003,179.456604,1084344
1641315900,0,"2022-01-04 17:05:00",179.460006,179.789993,179.199996,179.616195,1548488
1641316200,0,"2022-01-04 17:10:00",179.61,180.014999,179.61,179.929992,781168
1641316500,0,"2022-01-04 17:15:00",179.937698,180.309997,179.910003,180.130004,832313
1641316800,0,"2022-01-04 17:20:00",180.121795,180.369995,180.070007,180.240005,686211
1641317100,0,"2022-01-04 17:25:00",180.243698,180.289993,180,180.029998,576688
1641317400,0,"2022-01-04 17:30:00",180.020004,180.050003,179.820007,179.850006,638695
1641317700,0,"2022-01-04 17:35:00",179.850006,179.955001,179.75,179.766906,521934
1641318000,0,"2022-01-04 17:40:00",179.760101,179.770004,179.550094,179.600097,516772
1641318300,0,"2022-01-04 17:45:00",179.604995,179.820007,179.410003,179.5,604869
1641318600,0,"2022-01-04 17:50:00",179.490203,179.615005,179.324996,179.399993,601024
1641318900,0,"2022-01-04 17:55:00",179.391296,179.4953,179.25,179.324996,494371
1641319200,0,"2022-01-04 18:00:00",179.327606,179.600006,179.220001,179.511993,1247622
1641319500,0,"2022-01-04 18:05:00",179.511993,179.789993,179.511993,179.690002,1697190
1641319800,0,"2022-01-04 18:10:00",179.679992,179.740005,179.541,179.570007,413575
1641320100,0,"2022-01-04 18:15:00",179.580001,179.639892,179.419998,179.4216,421957
1641320400,0,"2022-01-04 18:20:00",179.425994,179.744995,179.380004,179.710006,450252
1641320700,0,"2022-01-04 18:25:00",179.705001,179.979995,179.490798,179.5,774825
1641321000,0,"2022-01-04 18:30:00",179.5,179.550003,179.119995,179.359893,746997
1641321300,0,"2022-01-04 18:35:00",179.36,179.5,179.300003,179.402297,616163
1641321600,0,"2022-01-04 18:40:00",179.399993,179.550003,179.309997,179.524993,443833
1641321900,0,"2022-01-04 18:45:00",179.520004,179.690002,179.520004,179.664993,444958
1641322200,0,"2022-01-04 18:50:00",179.660003,179.739303,179.480392,179.619995,571529
1641322500,0,"2022-01-04 18:55:00",179.619995,179.625,179.369995,179.451599,525669
1641322800,0,"2022-01-04 19:00:00",179.458801,179.748794,179.429992,179.651,665947
1641323100,0,"2022-01-04 19:05:00",179.649993,179.75,179.453292,179.505004,544583
1641323400,0,"2022-01-04 19:10:00",179.505004,179.630004,179.455001,179.61,519979
1641323700,0,"2022-01-04 19:15:00",179.61,179.630004,179.476898,179.535003,441480
1641324000,0,"2022-01-04 19:20:00",179.529998,179.649993,179.309997,179.330001,629347
1641324300,0,"2022-01-04 19:25:00",179.349594,179.520004,179.320007,179.496994,517341
1641324600,0,"2022-01-04 19:30:00",179.490005,179.978195,179.479995,179.899993,866415
1641324900,0,"2022-01-04 19:35:00",179.910003,179.910003,179.630004,179.660003,450199
1641325200,0,"2022-01-04 19:40:00",179.660003,179.875,179.649993,179.86,486243
1641325500,0,"2022-01-04 19:45:00",179.86,180.179992,179.75,179.925003,869158
1641325800,0,"2022-01-04 19:50:00",179.929992,180.049697,179.869995,179.975006,495770
1641326100,0,"2022-01-04 19:55:00",179.975006,180.109497,179.949996,180,562055
1641326400,0,"2022-01-04 20:00:00",180,180.149993,179.975006,180.134994,584657
1641326700,0,"2022-01-04 20:05:00",180.130096,180.25,180.039993,180.199996,496625
1641327000,0,"2022-01-04 20:10:00",180.199996,180.5,180.184997,180.324996,1221528
1641327300,0,"2022-01-04 20:15:00",180.330001,180.399993,180.024902,180.119995,785260
1641327600,0,"2022-01-04 20:20:00",180.11,180.384994,180.009994,180.11,873875
1641327900,0,"2022-01-04 20:25:00",180.104995,180.210006,180.039993,180.11,1208166
1641328200,0,"2022-01-04 20:30:00",180.11,180.149993,179.86,180.059997,721580
1641328500,0,"2022-01-04 20:35:00",180.050003,180.139999,179.899993,180.070007,730455
1641328800,0,"2022-01-04 20:40:00",180.070007,180.130004,179.910003,180.050003,703824
1641329100,0,"2022-01-04 20:45:00",180.050003,180.479995,180.035003,180.429992,1084802
1641329400,0,"2022-01-04 20:50:00",180.419998,180.419998,179.970001,180,1434286
1641329700,0,"2022-01-04 20:55:00",179.990005,180.095001,179.619995,179.660003,2379536
1641330000,0,"2022-01-04 21:00:00",179.699996,179.699996,179.699996,179.699996,
1641393000,0,"2022-01-05 14:30:00",179.61,180.169998,178.539993,178.714599,3870647
1641393300,0,"2022-01-05 14:35:00",178.5,178.86,178.179992,178.789993,1940513
1641393600,0,"2022-01-05 14:40:00",179,179.309997,178.580001,178.8936,1434274
1641393900,0,"2022-01-05 14:45:00",178.5,178.729995,178.070007,178.353195,1451309
1641394200,0,"2022-01-05 14:50:00",178.339996,179.169998,178.149993,179.169998,2018367
1641394500,0,"2022-01-05 14:55:00",179,179.330001,178.919998,179.285202,1141397
1641394800,0,"2022-01-05 15:00:00",179.289993,179.479995,179.059997,179.199996,1192328
1641395100,0,"2022-01-05 15:05:00",179.210006,179.36,178.901,178.960006,963655
1641395400,0,"2022-01-05 15:10:00",178.970001,179,178.350006,178.440002,1269357
1641395700,0,"2022-01-05 15:15:00",178.440002,178.470001,177.970001,178.315002,1432043
1641396000,0,"2022-01-05 15:20:00",178.309997,178.779998,178.300003,178.580001,994364
1641396300,0,"2022-01-05 15:25:00",178.580001,179,178.579803,178.929992,899955
1641396600,0,"2022-01-05 15:30:00",178.919998,178.929992,178.529998,178.547393,947540
1641396900,0,"2022-01-05 15:35:00",178.539993,178.688598,178.11,178.340103,757135
1641397200,0,"2022-01-05 15:40:00",178.330001,178.550003,178.179992,178.429992,566433
1641397500,0,"2022-01-05 15:45:00",178.419998,178.5,178.100006,178.395599,618740
1641397800,0,"2022-01-05 15:50:00",178.369995,178.589996,178.229995,178.559494,580800
1641398100,0,"2022-01-05 15:55:00",178.559997,178.75,178.36,178.725006,644153
1641398400,0,"2022-01-05 16:00:00",178.740005,178.955001,178.649993,178.667892,553439
1641398700,0,"2022-01-05 16:05:00",178.649993,178.746002,178.550003,178.649902,551035
1641399000,0,"2022-01-05 16:10:00",178.649993,178.899993,178.563293,178.86,525873
1641399300,0,"2022-01-05 16:15:00",178.869995,179.210006,178.86,179.020004,670047
1641399600,0,"2022-01-05 16:20:00",179.029998,179.164993,179,179.100006,553370
1641399900,0,"2022-01-05 16:25:00",179.100006,179.330001,179.054992,179.304992,661457
1641400200,0,"2022-01-05 16:30:00",179.309997,179.430999,179.029998,179.080001,642726
1641400500,0,"2022-01-05 16:35:00",179.089996,179.149993,178.800003,178.979995,638382
1641400800,0,"2022-01-05 16:40:00",178.979995,178.990005,178.61,178.630004,653740
1641401100,0,"2022-01-05 16:45:00",178.639999,178.804992,178.559997,178.764999,482767
1641401400,0,"2022-01-05 16:50:00",178.770004,178.918106,178.693099,178.880004,521876
1641401700,0,"2022-01-05 16:55:00",178.878204,178.994995,178.699996,178.809997,554237
1641402000,0,"2022-01-05 17:00:00",178.800994,179.026092,178.600006,179.016204,610423
1641402300,0,"2022-01-05 17:05:00",179.009994,179.109893,178.710006,178.770004,927948
1641402600,0,"2022-01-05 17:10:00",178.779296,178.970001,178.750396,178.970001,330499
1641402900,0,"2022-01-05 17:15:00",178.960006,179.130004,178.869995,179.050201,448661
1641403200,0,"2022-01-05 17:20:00",179.039993,179.070007,178.880004,179.005004,626926
1641403500,0,"2022-01-05 17:25:00",179.009201,179.25,178.975006,179.130004,521597
1641403800,0,"2022-01-05 17:30:00",179.119995,179.129898,178.75,178.899993,593560
1641404100,0,"2022-01-05 17:35:00",178.909896,178.940002,178.449996,178.569793,754940
1641404400,0,"2022-01-05 17:40:00",178.574996,178.725006,178.449996,178.550003,618961
1641404700,0,"2022-01-05 17:45:00",178.550003,178.649993,178.460006,178.619995,610725
1641405000,0,"2022-01-05 17:50:00",178.61,178.740005,178.520095,178.729995,476310
1641405300,0,"2022-01-05 17:55:00",178.729995,178.735,178.25,178.347198,702417
1641405600,0,"2022-01-05 18:00:00",178.334503,178.369995,178.149993,178.210006,634444
1641405900,0,"2022-01-05 18:05:00",178.220001,178.264999,177.820007,177.830001,1006939
1641406200,0,"2022-01-05 18:10:00",177.835006,178.130004,177.669998,178.095001,991498
1641406500,0,"2022-01-05 18:15:00",178.091094,178.349899,178.089996,178.215301,645303
1641406800,0,"2022-01-05 18:20:00",178.214996,178.440002,178.130004,178.274993,651777
1641407100,0,"2022-01-05 18:25:00",178.279998,178.389999,178.160003,178.270004,424736
1641407400,0,"2022-01-05 18:30:00",178.270004,178.514999,178.259994,178.3712,420984
1641407700,0,"2022-01-05 18:35:00",178.380004,178.550003,178.270004,178.440002,448787
1641408000,0,"2022-01-05 18:40:00",178.440002,178.532592,178.300003,178.324996,397487
1641408300,0,"2022-01-05 18:45:00",178.324996,178.429992,178.119995,178.213806,351449
1641408600,0,"2022-01-05 18:50:00",178.210006,178.350006,178.162902,178.199996,358303
1641408900,0,"2022-01-05 18:55:00",178.204803,178.270004,178,178.039993,435454
1641409200,0,"2022-01-05 19:00:00",178.048202,178.720001,177.699996,177.751205,1524795
1641409500,0,"2022-01-05 19:05:00",177.75,177.998397,177.36,177.690002,1485633
1641409800,0,"2022-01-05 19:10:00",177.710006,177.710006,177.089996,177.358398,1120239
1641410100,0,"2022-01-05 19:15:00",177.350006,177.639999,177.139999,177.199996,1035328
1641410400,0,"2022-01-05 19:20:00",177.200897,177.449996,176.899993,177.11,1369275
1641410700,0,"2022-01-05 19:25:00",177.11,177.369995,176.919998,177.089996,1101238
1641411000,0,"2022-01-05 19:30:00",177.089996,177.399993,176.929992,177.020004,1027989
1641411300,0,"2022-01-05 19:35:00",177.009994,177.289993,176.649993,176.850006,1099218
1641411600,0,"2022-01-05 19:40:00",176.86,176.86,176.270004,176.359893,1057752
1641411900,0,"2022-01-05 19:45:00",176.339996,176.570007,176.100006,176.559997,2741907
1641412200,0,"2022-01-05 19:50:00",176.550003,176.779998,176.440002,176.629898,926524
1641412500,0,"2022-01-05 19:55:00",176.619995,176.699996,176.36,176.505004,800634
1641412800,0,"2022-01-05 20:00:00",176.509994,176.550003,175.949996,175.973403,1404974
1641413100,0,"2022-01-05 20:05:00",175.975006,176.139999,175.259994,175.749893,1977938
1641413400,0,"2022-01-05 20:10:00",175.75,176.320007,175.529998,176.297393,1472382
1641413700,0,"2022-01-05 20:15:00",176.289993,176.490005,176.020004,176.158706,1300162
1641414000,0,"2022-01-05 20:20:00",176.139999,176.389999,175.880004,176.339996,1259088
1641414300,0,"2022-01-05 20:25:00",176.339996,176.619995,176.071197,176.340301,1194570
1641414600,0,"2022-01-05 20:30:00",176.350006,176.639999,176.199996,176.521804,1267875
1641414900,0,"2022-01-05 20:35:00",176.527999,176.839996,176.270004,176.660003,1412338
1641415200,0,"2022-01-05 20:40:00",176.659606,176.800003,176.339996,176.36,1516394
1641415500,0,"2022-01-05 20:45:00",176.369995,176.470001,175.949996,176.050003,1586661
1641415800,0,"2022-01-05 20:50:00",176.039993,176.320007,175.330001,175.529998,3227785
1641416100,0,"2022-01-05 20:55:00",175.539993,175.669998,174.639999,174.835006,5975330
1641416400,0,"2022-01-05 21:00:00",174.919998,174.919998,174.919998,174.919998,
1641479400,0,"2022-01-06 14:30:00",172.699996,174.245407,172.11,174.245407,8566216
1641479700,0,"2022-01-06 14:35:00",174.25,175.179992,174.119995,174.889999,2490628
1641480000,0,"2022-01-06 14:40:00",175,175.259994,174.820007,175.210006,1915252
1641480300,0,"2022-01-06 14:45:00",175.125,175.279998,174.5,174.509994,1729283
1641480600,0,"2022-01-06 14:50:00",174,174.800003,174,174.181198,1797676
1641480900,0,"2022-01-06 14:55:00",174.199401,174.300003,173.710098,173.979003,1526583
1641481200,0,"2022-01-06 15:00:00",173.949996,174.270004,172.532196,172.580001,2257147
1641481500,0,"2022-01-06 15:05:00",172.587997,173.199996,172.479995,172.770095,2033808
1641481800,0,"2022-01-06 15:10:00",172.770004,173.029998,172.169998,172.949996,1822137
1641482100,0,"2022-01-06 15:15:00",172.949996,173.850006,172.949996,173.259902,1658158
1641482400,0,"2022-01-06 15:20:00",173.240005,173.419998,172.910003,173.210006,1290873
1641482700,0,"2022-01-06 15:25:00",173.190093,173.919998,173.169998,173.520004,1571989
1641483000,0,"2022-01-06 15:30:00",173.509994,174.289993,173.470001,174.179992,1541315
1641483300,0,"2022-01-06 15:35:00",174.179992,174.300003,173.880004,174.199996,1078191
1641483600,0,"2022-01-06 15:40:00",174.195007,174.289993,173.410003,173.550094,1742591
1641483900,0,"2022-01-06 15:45:00",173.570007,173.720001,173.199996,173.690002,1227893
1641484200,0,"2022-01-06 15:50:00",173.669998,173.679901,173.089996,173.238998,901250
1641484500,0,"2022-01-06 15:55:00",173.240005,173.770004,173.202697,173.539901,1157128
1641484800,0,"2022-01-06 16:00:00",173.550003,173.699996,173.029998,173.121902,1140219
1641485100,0,"2022-01-06 16:05:00",173.130004,173.350006,172.9691,173.320007,996561
1641485400,0,"2022-01-06 16:10:00",173.320007,174.070007,173.240005,173.9635,1166174
1641485700,0,"2022-01-06 16:15:00",173.960006,174.240005,173.639999,173.710006,1079574
1641486000,0,"2022-01-06 16:20:00",173.729995,173.737197,173.36,173.729995,842691
1641486300,0,"2022-01-06 16:25:00",173.725006,173.729904,173.149993,173.220001,879933
1641486600,0,"2022-01-06 16:30:00",173.199996,173.399993,172.809997,172.990005,861290
1641486900,0,"2022-01-06 16:35:00",173,173.410003,172.910003,173.270004,762044
1641487200,0,"2022-01-06 16:40:00",173.254196,173.279998,172.940002,173.009994,702201
1641487500,0,"2022-01-06 16:45:00",173.005004,173.089996,172.740005,173.009994,752227
1641487800,0,"2022-01-06 16:50:00",172.979995,173.350006,172.779998,173.324996,787066
1641488100,0,"2022-01-06 16:55:00",173.316406,173.365005,172.880004,172.985,664112
1641488400,0,"2022-01-06 17:00:00",172.979995,173,172.649993,172.679992,642306
1641488700,0,"2022-01-06 17:05:00",172.679992,173.25,172.580001,173.220001,930551
1641489000,0,"2022-01-06 17:10:00",173.225006,173.279998,173.039993,173.11,677505
1641489300,0,"2022-01-06 17:15:00",173.119995,173.139999,172.714996,172.740005,628730
1641489600,0,"2022-01-06 17:20:00",172.740005,173.198898,172.645004,172.925003,812537
1641489900,0,"2022-01-06 17:25:00",172.919998,173.270004,172.830001,173.0345,667805
1641490200,0,"2022-01-06 17:30:00",173.029998,173.169998,172.86,173.009994,592791
1641490500,0,"2022-01-06 17:35:00",173.005004,173.220001,172.800003,172.9514,725969
1641490800,0,"2022-01-06 17:40:00",172.940002,173.570007,172.869995,173.544998,748860
1641491100,0,"2022-01-06 17:45:00",173.550003,173.660003,173.270004,173.270095,591284
1641491400,0,"2022-01-06 17:50:00",173.274993,173.315002,172.899993,172.955505,639255
1641491700,0,"2022-01-06 17:55:00",172.955001,173.139892,172.850006,172.889999,642103
1641492000,0,"2022-01-06 18:00:00",172.898101,173.11,172.800003,173.080001,549435
1641492300,0,"2022-01-06 18:05:00",173.074996,173.160003,172.914993,173.111694,381904
1641492600,0,"2022-01-06 18:10:00",173.11,173.175003,172.979995,173.089996,402754
1641492900,0,"2022-01-06 18:15:00",173.100006,173.369995,172.910003,173.199996,756646
1641493200,0,"2022-01-06 18:20:00",173.199996,173.229995,172.815002,172.899993,715661
1641493500,0,"2022-01-06 18:25:00",172.895004,172.914993,172.693206,172.770004,511980
1641493800,0,"2022-01-06 18:30:00",172.770004,172.929992,172.720001,172.845001,494132
1641494100,0,"2022-01-06 18:35:00",172.839996,173.089996,172.779998,173.074996,576009
1641494400,0,"2022-01-06 18:40:00",173.070007,173.190002,172.820007,173.124496,572472
1641494700,0,"2022-01-06 18:45:00",173.119995,173.380004,172.949996,173.170593,554917
1641495000,0,"2022-01-06 18:50:00",173.175003,173.339996,173.059997,173.259994,400937
1641495300,0,"2022-01-06 18:55:00",173.279907,173.419998,173.181701,173.380004,406013
1641495600,0,"2022-01-06 19:00:00",173.369995,173.444107,173.070007,173.089996,534111
1641495900,0,"2022-01-06 19:05:00",173.089996,173.337402,172.940994,173.300003,499333
1641496200,0,"2022-01-06 19:10:00",173.289993,173.710006,173.020004,173.039993,910840
1641496500,0,"2022-01-06 19:15:00",173.039993,173.139999,172.899993,172.960006,521273
1641496800,0,"2022-01-06 19:20:00",172.970001,173.050003,172.770004,172.980102,770759
1641497100,0,"2022-01-06 19:25:00",172.979995,173.050003,172.839996,172.970001,667972
1641497400,0,"2022-01-06 19:30:00",172.960006,173.125,172.880004,172.964996,478736
1641497700,0,"2022-01-06 19:35:00",172.960006,173.089996,172.760894,172.899993,490660
1641498000,0,"2022-01-06 19:40:00",172.889999,172.960006,172.759994,172.876998,565299
1641498300,0,"2022-01-06 19:45:00",172.880004,173.169998,172.839996,172.979995,624033
1641498600,0,"2022-01-06 19:50:00",172.990005,173.080001,172.800003,172.979995,498035
1641498900,0,"2022-01-06 19:55:00",172.979995,173.065002,172.839996,172.898498,510233
1641499200,0,"2022-01-06 20:00:00",172.889999,173.320007,172.861495,173.279998,1026484
1641499500,0,"2022-01-06 20:05:00",173.270004,173.380004,173.100006,173.119995,689957
1641499800,0,"2022-01-06 20:10:00",173.115005,173.270004,173.009994,173.029998,745384
1641500100,0,"2022-01-06 20:15:00",173.029998,173.089996,172.660003,172.789993,888843
1641500400,0,"2022-01-06 20:20:00",172.788101,172.86,172.429992,172.470001,916289
1641500700,0,"2022-01-06 20:25:00",172.470001,172.619995,172.300003,172.574096,976599
1641501000,0,"2022-01-06 20:30:00",172.570007,172.705001,172.220001,172.326004,1041460
1641501300,0,"2022-01-06 20:35:00",172.320007,172.36,171.869995,172.115005,1650137
1641501600,0,"2022-01-06 20:40:00",172.139999,172.210006,171.809997,172.054992,1071351
1641501900,0,"2022-01-06 20:45:00",172.057601,172.160003,171.889999,172.11,1136972
1641502200,0,"2022-01-06 20:50:00",172.104995,172.457992,171.899993,171.945007,1698510
1641502500,0,"2022-01-06 20:55:00",171.945007,172.279998,171.639999,172.009994,4009230
1641502800,0,"2022-01-06 21:00:00",172,172,172,172,
1641565800,0,"2022-01-07 14:30:00",172.889999,173.190002,172.350006,172.419998,5614513
