,Timestamp,Gmtoffset,Datetime,Open,High,Low,Close,Volume,price_in_10_days,target
21,1641226500,0,2022-01-03 16:15:00,180.820007,181.014999,180.699996,180.960006,705831.0,181.304992,0
22,1641226800,0,2022-01-03 16:20:00,180.960006,181.36,180.927093,181.335006,1233886.0,181.289993,0
23,1641227100,0,2022-01-03 16:25:00,181.330093,181.770004,181.310104,181.749893,1812884.0,181.550094,0
24,1641227400,0,2022-01-03 16:30:00,181.75,181.770004,181.440002,181.479995,796499.0,181.645401,0
25,1641227700,0,2022-01-03 16:35:00,181.479995,181.5,181.139999,181.229995,921796.0,181.600006,0
26,1641228000,0,2022-01-03 16:40:00,181.229995,181.619995,181.169998,181.484405,923663.0,181.658004,0
27,1641228300,0,2022-01-03 16:45:00,181.480895,181.753005,181.380004,181.620193,698864.0,181.809997,0
28,1641228600,0,2022-01-03 16:50:00,181.619995,181.768493,181.460006,181.649902,803802.0,182.020004,0
29,1641228900,0,2022-01-03 16:55:00,181.641098,181.690002,181.350006,181.440002,571466.0,181.994995,0
30,1641229200,0,2022-01-03 17:00:00,181.384994,181.520004,181.254394,181.455001,662969.0,181.820007,0
31,1641229500,0,2022-01-03 17:05:00,181.458999,181.489303,181.210006,181.304992,534768.0,181.690002,0
32,1641229800,0,2022-01-03 17:10:00,181.308105,181.389999,181.074996,181.289993,522759.0,181.815002,0
33,1641230100,0,2022-01-03 17:15:00,181.285003,181.589996,181.285003,181.550094,740652.0,181.835006,0
34,1641230400,0,2022-01-03 17:20:00,181.559997,181.695007,181.505004,181.645401,558140.0,182.009994,0
35,1641230700,0,2022-01-03 17:25:00,181.649993,181.664993,181.5,181.600006,407774.0,182.074996,0
36,1641231000,0,2022-01-03 17:30:00,181.595001,181.660003,181.490005,181.658004,456162.0,182.160003,0
37,1641231300,0,2022-01-03 17:35:00,181.659896,181.830001,181.619995,181.809997,828629.0,182.229705,0
38,1641231600,0,2022-01-03 17:40:00,181.804992,182.167495,181.679992,182.020004,1772377.0,182.270004,0
39,1641231900,0,2022-01-03 17:45:00,182.020095,182.100006,181.914993,181.994995,696440.0,182.449996,0
40,1641232200,0,2022-01-03 17:50:00,181.990097,182.039993,181.699996,181.820007,581509.0,182.830093,0
41,1641232500,0,2022-01-03 17:55:00,181.820007,181.880004,181.649993,181.690002,458944.0,182.619995,0
42,1641232800,0,2022-01-03 18:00:00,181.690399,181.899993,181.639999,181.815002,503095.0,182.509994,0
43,1641233100,0,2022-01-03 18:05:00,181.820007,181.929992,181.770004,181.835006,432322.0,182.365005,0
44,1641233400,0,2022-01-03 18:10:00,181.832595,182.100006,181.729995,182.009994,752013.0,182.25,0
45,1641233700,0,2022-01-03 18:15:00,182.009994,182.169998,181.960006,182.074996,569106.0,182.020004,0
46,1641234000,0,2022-01-03 18:20:00,182.070007,182.220001,182.070007,182.160003,693585.0,182.11,0
47,1641234300,0,2022-01-03 18:25:00,182.160003,182.279006,182.139999,182.229705,663732.0,182.171096,0
48,1641234600,0,2022-01-03 18:30:00,182.225006,182.369995,182.210006,182.270004,811100.0,181.839996,0
49,1641234900,0,2022-01-03 18:35:00,182.270004,182.539993,182.235,182.449996,1231989.0,181.865005,0
50,1641235200,0,2022-01-03 18:40:00,182.445007,182.86,182.440002,182.830093,1679330.0,181.899993,0
51,1641235500,0,2022-01-03 18:45:00,182.835006,182.880004,182.541793,182.619995,1391117.0,182.179992,0
52,1641235800,0,2022-01-03 18:50:00,182.625,182.639999,182.410003,182.509994,978001.0,182.190002,0
53,1641236100,0,2022-01-03 18:55:00,182.514999,182.625,182.300003,182.365005,911772.0,182.044998,0
54,1641236400,0,2022-01-03 19:00:00,182.374206,182.464996,182.210006,182.25,799947.0,182.065002,0
55,1641236700,0,2022-01-03 19:05:00,182.253906,182.350006,182.010604,182.020004,992859.0,181.880004,0
56,1641237000,0,2022-01-03 19:10:00,182.009994,182.139999,182.009994,182.11,664457.0,181.910003,0
57,1641237300,0,2022-01-03 19:15:00,182.119903,182.309997,182.029998,182.171096,738761.0,181.940002,0
58,1641237600,0,2022-01-03 19:20:00,182.169998,182.179992,181.809997,181.839996,769321.0,182.139892,0
59,1641237900,0,2022-01-03 19:25:00,181.850006,181.968505,181.809997,181.865005,649975.0,181.996994,0
60,1641238200,0,2022-01-03 19:30:00,181.86,181.955001,181.660003,181.899993,814525.0,181.934997,0
61,1641238500,0,2022-01-03 19:35:00,181.899993,182.190002,181.880004,182.179992,707025.0,182.145004,0
62,1641238800,0,2022-01-03 19:40:00,182.179992,182.289993,182.101196,182.190002,866878.0,181.889999,0
63,1641239100,0,2022-01-03 19:45:00,182.199996,182.229995,181.990005,182.044998,621027.0,181.800003,0
64,1641239400,0,2022-01-03 19:50:00,182.0401,182.100006,182.0,182.065002,443079.0,181.529998,0
65,1641239700,0,2022-01-03 19:55:00,182.065002,182.070007,181.869995,181.880004,553710.0,181.649993,0
66,1641240000,0,2022-01-03 20:00:00,181.869995,182.039993,181.710006,181.910003,744878.0,181.804992,0
67,1641240300,0,2022-01-03 20:05:00,181.912994,181.970001,181.839996,181.940002,467650.0,182.0,0
68,1641240600,0,2022-01-03 20:10:00,181.934997,182.199996,181.929992,182.139892,794716.0,182.009994,0
69,1641240900,0,2022-01-03 20:15:00,182.130004,182.134994,181.910003,181.996994,591683.0,181.960006,0
70,1641241200,0,2022-01-03 20:20:00,181.990005,182.020004,181.870101,181.934997,601906.0,182.389297,0
71,1641241500,0,2022-01-03 20:25:00,181.934997,182.149505,181.929992,182.145004,695017.0,182.139999,0
72,1641241800,0,2022-01-03 20:30:00,182.149993,182.149993,181.850006,181.889999,856079.0,182.350006,0
73,1641242100,0,2022-01-03 20:35:00,181.880004,181.940002,181.710006,181.800003,1181022.0,182.419998,0
74,1641242400,0,2022-01-03 20:40:00,181.800003,181.809997,181.36,181.529998,1407771.0,182.270004,0
75,1641242700,0,2022-01-03 20:45:00,181.520004,181.675003,181.464996,181.649993,1140016.0,181.780105,0
76,1641243000,0,2022-01-03 20:50:00,181.645004,181.880004,181.195007,181.804992,2449020.0,181.960006,0
77,1641243300,0,2022-01-03 20:55:00,181.804992,182.009994,181.699996,182.0,3221183.0,181.880004,0
79,1641306600,0,2022-01-04 14:30:00,182.630004,182.940002,181.539993,181.960006,5258909.0,181.945007,0
80,1641306900,0,2022-01-04 14:35:00,181.979995,182.545501,181.779998,182.389297,1950646.0,182.25,0
81,1641307200,0,2022-01-04 14:40:00,182.389999,182.509994,181.490005,182.139999,1748670.0,182.5,0
82,1641307500,0,2022-01-04 14:45:00,182.149993,182.509994,181.699996,182.350006,1636469.0,181.839996,0
83,1641307800,0,2022-01-04 14:50:00,182.350006,182.479995,182.089996,182.419998,1613042.0,181.880004,0
84,1641308100,0,2022-01-04 14:55:00,182.419998,182.850006,182.020004,182.270004,2270338.0,182.139999,0
85,1641308400,0,2022-01-04 15:00:00,182.270004,182.389999,181.551895,181.780105,2002404.0,181.960006,0
86,1641308700,0,2022-01-04 15:05:00,181.797302,182.039993,181.669998,181.960006,1164241.0,181.009994,0
87,1641309000,0,2022-01-04 15:10:00,181.970001,182.240005,181.789993,181.880004,1462798.0,179.681396,0
88,1641309300,0,2022-01-04 15:15:00,181.884994,181.995498,181.5,181.759994,1506240.0,179.960006,0
89,1641309600,0,2022-01-04 15:20:00,181.770004,182.157699,181.759994,181.945007,1417229.0,180.520004,0
90,1641309900,0,2022-01-04 15:25:00,181.949707,182.25,181.830307,182.25,1079863.0,180.410003,0
91,1641310200,0,2022-01-04 15:30:00,182.399902,182.679901,182.350006,182.5,1922343.0,179.86,0
92,1641310500,0,2022-01-04 15:35:00,182.5,182.600006,181.759994,181.839996,1315272.0,179.940002,0
93,1641310800,0,2022-01-04 15:40:00,181.833694,182.190002,181.759994,181.880004,1135929.0,179.958892,0
94,1641311100,0,2022-01-04 15:45:00,181.869995,182.300201,181.75,182.139999,1106195.0,180.160003,0
95,1641311400,0,2022-01-04 15:50:00,182.139999,182.199996,181.830001,181.960006,898955.0,179.955001,0
96,1641311700,0,2022-01-04 15:55:00,181.960006,181.970001,180.970001,181.009994,2027194.0,180.020004,0
97,1641312000,0,2022-01-04 16:00:00,181.020004,181.050003,179.470001,179.681396,3238952.0,179.824996,0
98,1641312300,0,2022-01-04 16:05:00,179.669998,180.029998,179.619995,179.960006,2070351.0,179.815002,0
99,1641312600,0,2022-01-04 16:10:00,179.964996,180.630004,179.960006,180.520004,1681031.0,179.456604,0
100,1641312900,0,2022-01-04 16:15:00,180.514999,180.61,180.080001,180.410003,1134972.0,179.616195,0
101,1641313200,0,2022-01-04 16:20:00,180.419998,180.429992,179.669998,179.86,1101209.0,179.929992,0
102,1641313500,0,2022-01-04 16:25:00,179.861206,179.949996,179.509994,179.940002,1023874.0,180.130004,0
103,1641313800,0,2022-01-04 16:30:00,179.940002,180.020004,179.679992,179.958892,974425.0,180.240005,0
104,1641314100,0,2022-01-04 16:35:00,179.960006,180.199996,179.779998,180.160003,941036.0,180.029998,0
105,1641314400,0,2022-01-04 16:40:00,180.160003,180.210006,179.839996,179.955001,855006.0,179.850006,0
106,1641314700,0,2022-01-04 16:45:00,179.949996,180.199996,179.925003,180.020004,660640.0,179.766906,0
107,1641315000,0,2022-01-04 16:50:00,180.011306,180.059997,179.740005,179.824996,867876.0,179.600097,0
108,1641315300,0,2022-01-04 16:55:00,179.820007,180.050003,179.619995,179.815002,1008974.0,179.5,0
109,1641315600,0,2022-01-04 17:00:00,179.815002,179.949996,179.300003,179.456604,1084344.0,179.399993,0
110,1641315900,0,2022-01-04 17:05:00,179.460006,179.789993,179.199996,179.616195,1548488.0,179.324996,0
111,1641316200,0,2022-01-04 17:10:00,179.61,180.014999,179.61,179.929992,781168.0,179.511993,0
112,1641316500,0,2022-01-04 17:15:00,179.937698,180.309997,179.910003,180.130004,832313.0,179.690002,0
113,1641316800,0,2022-01-04 17:20:00,180.121795,180.369995,180.070007,180.240005,686211.0,179.570007,0
114,1641317100,0,2022-01-04 17:25:00,180.243698,180.289993,180.0,180.029998,576688.0,179.4216,0
115,1641317400,0,2022-01-04 17:30:00,180.020004,180.050003,179.820007,179.850006,638695.0,179.710006,0
116,1641317700,0,2022-01-04 17:35:00,179.850006,179.955001,179.75,179.766906,521934.0,179.5,0
117,1641318000,0,2022-01-04 17:40:00,179.760101,179.770004,179.550094,179.600097,516772.0,179.359893,0
118,1641318300,0,2022-01-04 17:45:00,179.604995,179.820007,179.410003,179.5,604869.0,179.402297,0
119,1641318600,0,2022-01-04 17:50:00,179.490203,179.615005,179.324996,179.399993,601024.0,179.524993,0
120,1641318900,0,2022-01-04 17:55:00,179.391296,179.4953,179.25,179.324996,494371.0,179.664993,0
121,1641319200,0,2022-01-04 18:00:00,179.327606,179.600006,179.220001,179.511993,1247622.0,179.619995,0
122,1641319500,0,2022-01-04 18:05:00,179.511993,179.789993,179.511993,179.690002,1697190.0,179.451599,0
123,1641319800,0,2022-01-04 18:10:00,179.679992,179.740005,179.541,179.570007,413575.0,179.651,0
124,1641320100,0,2022-01-04 18:15:00,179.580001,179.639892,179.419998,179.4216,421957.0,179.505004,0
125,1641320400,0,2022-01-04 18:20:00,179.425994,179.744995,179.380004,179.710006,450252.0,179.61,0
126,1641320700,0,2022-01-04 18:25:00,179.705001,179.979995,179.490798,179.5,774825.0,179.535003,0
127,1641321000,0,2022-01-04 18:30:00,179.5,179.550003,179.119995,179.359893,746997.0,179.330001,0
128,1641321300,0,2022-01-04 18:35:00,179.36,179.5,179.300003,179.402297,616163.0,179.496994,0
129,1641321600,0,2022-01-04 18:40:00,179.399993,179.550003,179.309997,179.524993,443833.0,179.899993,0
130,1641321900,0,2022-01-04 18:45:00,179.520004,179.690002,179.520004,179.664993,444958.0,179.660003,0
131,1641322200,0,2022-01-04 18:50:00,179.660003,179.739303,179.480392,179.619995,571529.0,179.86,0
132,1641322500,0,2022-01-04 18:55:00,179.619995,179.625,179.369995,179.451599,525669.0,179.925003,0
133,1641322800,0,2022-01-04 19:00:00,179.458801,179.748794,179.429992,179.651,665947.0,179.975006,0
134,1641323100,0,2022-01-04 19:05:00,179.649993,179.75,179.453292,179.505004,544583.0,180.0,0
135,1641323400,0,2022-01-04 19:10:00,179.505004,179.630004,179.455001,179.61,519979.0,180.134994,0
136,1641323700,0,2022-01-04 19:15:00,179.61,179.630004,179.476898,179.535003,441480.0,180.199996,0
137,1641324000,0,2022-01-04 19:20:00,179.529998,179.649993,179.309997,179.330001,629347.0,180.324996,0
138,1641324300,0,2022-01-04 19:25:00,179.349594,179.520004,179.320007,179.496994,517341.0,180.119995,0
139,1641324600,0,2022-01-04 19:30:00,179.490005,179.978195,179.479995,179.899993,866415.0,180.11,0
140,1641324900,0,2022-01-04 19:35:00,179.910003,179.910003,179.630004,179.660003,450199.0,180.11,0
141,1641325200,0,2022-01-04 19:40:00,179.660003,179.875,179.649993,179.86,486243.0,180.059997,0
142,1641325500,0,2022-01-04 19:45:00,179.86,180.179992,179.75,179.925003,869158.0,180.070007,0
143,1641325800,0,2022-01-04 19:50:00,179.929992,180.049697,179.869995,179.975006,495770.0,180.050003,0
144,1641326100,0,2022-01-04 19:55:00,179.975006,180.109497,179.949996,180.0,562055.0,180.429992,0
145,1641326400,0,2022-01-04 20:00:00,180.0,180.149993,179.975006,180.134994,584657.0,180.0,0
146,1641326700,0,2022-01-04 20:05:00,180.130096,180.25,180.039993,180.199996,496625.0,179.660003,0
147,1641327000,0,2022-01-04 20:10:00,180.199996,180.5,180.184997,180.324996,1221528.0,179.699996,0
148,1641327300,0,2022-01-04 20:15:00,180.330001,180.399993,180.024902,180.119995,785260.0,178.714599,0
149,1641327600,0,2022-01-04 20:20:00,180.11,180.384994,180.009994,180.11,873875.0,178.789993,0
150,1641327900,0,2022-01-04 20:25:00,180.104995,180.210006,180.039993,180.11,1208166.0,178.8936,0
151,1641328200,0,2022-01-04 20:30:00,180.11,180.149993,179.86,180.059997,721580.0,178.353195,0
152,1641328500,0,2022-01-04 20:35:00,180.050003,180.139999,179.899993,180.070007,730455.0,179.169998,0
153,1641328800,0,2022-01-04 20:40:00,180.070007,180.130004,179.910003,180.050003,703824.0,179.285202,0
154,1641329100,0,2022-01-04 20:45:00,180.050003,180.479995,180.035003,180.429992,1084802.0,179.199996,0
155,1641329400,0,2022-01-04 20:50:00,180.419998,180.419998,179.970001,180.0,1434286.0,178.960006,0
156,1641329700,0,2022-01-04 20:55:00,179.990005,180.095001,179.619995,179.660003,2379536.0,178.440002,0
158,1641393000,0,2022-01-05 14:30:00,179.61,180.169998,178.539993,178.714599,3870647.0,178.580001,0
159,1641393300,0,2022-01-05 14:35:00,178.5,178.86,178.179992,178.789993,1940513.0,178.929992,0
160,1641393600,0,2022-01-05 14:40:00,179.0,179.309997,178.580001,178.8936,1434274.0,178.547393,0
161,1641393900,0,2022-01-05 14:45:00,178.5,178.729995,178.070007,178.353195,1451309.0,178.340103,0
162,1641394200,0,2022-01-05 14:50:00,178.339996,179.169998,178.149993,179.169998,2018367.0,178.429992,0
163,1641394500,0,2022-01-05 14:55:00,179.0,179.330001,178.919998,179.285202,1141397.0,178.395599,0
164,1641394800,0,2022-01-05 15:00:00,179.289993,179.479995,179.059997,179.199996,1192328.0,178.559494,0
165,1641395100,0,2022-01-05 15:05:00,179.210006,179.36,178.901,178.960006,963655.0,178.725006,0
166,1641395400,0,2022-01-05 15:10:00,178.970001,179.0,178.350006,178.440002,1269357.0,178.667892,0
167,1641395700,0,2022-01-05 15:15:00,178.440002,178.470001,177.970001,178.315002,1432043.0,178.649902,0
168,1641396000,0,2022-01-05 15:20:00,178.309997,178.779998,178.300003,178.580001,994364.0,178.86,0
169,1641396300,0,2022-01-05 15:25:00,178.580001,179.0,178.579803,178.929992,899955.0,179.020004,0
170,1641396600,0,2022-01-05 15:30:00,178.919998,178.929992,178.529998,178.547393,947540.0,179.100006,0
171,1641396900,0,2022-01-05 15:35:00,178.539993,178.688598,178.11,178.340103,757135.0,179.304992,0
172,1641397200,0,2022-01-05 15:40:00,178.330001,178.550003,178.179992,178.429992,566433.0,179.080001,0
173,1641397500,0,2022-01-05 15:45:00,178.419998,178.5,178.100006,178.395599,618740.0,178.979995,0
174,1641397800,0,2022-01-05 15:50:00,178.369995,178.589996,178.229995,178.559494,580800.0,178.630004,0
175,1641398100,0,2022-01-05 15:55:00,178.559997,178.75,178.36,178.725006,644153.0,178.764999,0
176,1641398400,0,2022-01-05 16:00:00,178.740005,178.955001,178.649993,178.667892,553439.0,178.880004,0
177,1641398700,0,2022-01-05 16:05:00,178.649993,178.746002,178.550003,178.649902,551035.0,178.809997,0
178,1641399000,0,2022-01-05 16:10:00,178.649993,178.899993,178.563293,178.86,525873.0,179.016204,0
179,1641399300,0,2022-01-05 16:15:00,178.869995,179.210006,178.86,179.020004,670047.0,178.770004,0
180,1641399600,0,2022-01-05 16:20:00,179.029998,179.164993,179.0,179.100006,553370.0,178.970001,0
181,1641399900,0,2022-01-05 16:25:00,179.100006,179.330001,179.054992,179.304992,661457.0,179.050201,0
182,1641400200,0,2022-01-05 16:30:00,179.309997,179.430999,179.029998,179.080001,642726.0,179.005004,0
183,1641400500,0,2022-01-05 16:35:00,179.089996,179.149993,178.800003,178.979995,638382.0,179.130004,0
184,1641400800,0,2022-01-05 16:40:00,178.979995,178.990005,178.61,178.630004,653740.0,178.899993,0
185,1641401100,0,2022-01-05 16:45:00,178.639999,178.804992,178.559997,178.764999,482767.0,178.569793,0
186,1641401400,0,2022-01-05 16:50:00,178.770004,178.918106,178.693099,178.880004,521876.0,178.550003,0
187,1641401700,0,2022-01-05 16:55:00,178.878204,178.994995,178.699996,178.809997,554237.0,178.619995,0
188,1641402000,0,2022-01-05 17:00:00,178.800994,179.026092,178.600006,179.016204,610423.0,178.729995,0
189,1641402300,0,2022-01-05 17:05:00,179.009994,179.109893,178.710006,178.770004,927948.0,178.347198,0
190,1641402600,0,2022-01-05 17:10:00,178.779296,178.970001,178.750396,178.970001,330499.0,178.210006,0
191,1641402900,0,2022-01-05 17:15:00,178.960006,179.130004,178.869995,179.050201,448661.0,177.830001,0
192,1641403200,0,2022-01-05 17:20:00,179.039993,179.070007,178.880004,179.005004,626926.0,178.095001,0
193,1641403500,0,2022-01-05 17:25:00,179.009201,179.25,178.975006,179.130004,521597.0,178.215301,0
194,1641403800,0,2022-01-05 17:30:00,179.119995,179.129898,178.75,178.899993,593560.0,178.274993,0
195,1641404100,0,2022-01-05 17:35:00,178.909896,178.940002,178.449996,178.569793,754940.0,178.270004,0
196,1641404400,0,2022-01-05 17:40:00,178.574996,178.725006,178.449996,178.550003,618961.0,178.3712,0
197,1641404700,0,2022-01-05 17:45:00,178.550003,178.649993,178.460006,178.619995,610725.0,178.440002,0
198,1641405000,0,2022-01-05 17:50:00,178.61,178.740005,178.520095,178.729995,476310.0,178.324996,0
199,1641405300,0,2022-01-05 17:55:00,178.729995,178.735,178.25,178.347198,702417.0,178.213806,0
200,1641405600,0,2022-01-05 18:00:00,178.334503,178.369995,178.149993,178.210006,634444.0,178.199996,0
201,1641405900,0,2022-01-05 18:05:00,178.220001,178.264999,177.820007,177.830001,1006939.0,178.039993,0
202,1641406200,0,2022-01-05 18:10:00,177.835006,178.130004,177.669998,178.095001,991498.0,177.751205,0
203,1641406500,0,2022-01-05 18:15:00,178.091094,178.349899,178.089996,178.215301,645303.0,177.690002,0
204,1641406800,0,2022-01-05 18:20:00,178.214996,178.440002,178.130004,178.274993,651777.0,177.358398,0
205,1641407100,0,2022-01-05 18:25:00,178.279998,178.389999,178.160003,178.270004,424736.0,177.199996,0
206,1641407400,0,2022-01-05 18:30:00,178.270004,178.514999,178.259994,178.3712,420984.0,177.11,0
207,1641407700,0,2022-01-05 18:35:00,178.380004,178.550003,178.270004,178.440002,448787.0,177.089996,0
208,1641408000,0,2022-01-05 18:40:00,178.440002,178.532592,178.300003,178.324996,397487.0,177.020004,0
209,1641408300,0,2022-01-05 18:45:00,178.324996,178.429992,178.119995,178.213806,351449.0,176.850006,0
210,1641408600,0,2022-01-05 18:50:00,178.210006,178.350006,178.162902,178.199996,358303.0,176.359893,0
211,1641408900,0,2022-01-05 18:55:00,178.204803,178.270004,178.0,178.039993,435454.0,176.559997,0
212,1641409200,0,2022-01-05 19:00:00,178.048202,178.720001,177.699996,177.751205,1524795.0,176.629898,0
213,1641409500,0,2022-01-05 19:05:00,177.75,177.998397,177.36,177.690002,1485633.0,176.505004,0
214,1641409800,0,2022-01-05 19:10:00,177.710006,177.710006,177.089996,177.358398,1120239.0,175.973403,0
215,1641410100,0,2022-01-05 19:15:00,177.350006,177.639999,177.139999,177.199996,1035328.0,175.749893,0
216,1641410400,0,2022-01-05 19:20:00,177.200897,177.449996,176.899993,177.11,1369275.0,176.297393,0
217,1641410700,0,2022-01-05 19:25:00,177.11,177.369995,176.919998,177.089996,1101238.0,176.158706,0
218,1641411000,0,2022-01-05 19:30:00,177.089996,177.399993,176.929992,177.020004,1027989.0,176.339996,0
219,1641411300,0,2022-01-05 19:35:00,177.009994,177.289993,176.649993,176.850006,1099218.0,176.340301,0
220,1641411600,0,2022-01-05 19:40:00,176.86,176.86,176.270004,176.359893,1057752.0,176.521804,0
221,1641411900,0,2022-01-05 19:45:00,176.339996,176.570007,176.100006,176.559997,2741907.0,176.660003,0
222,1641412200,0,2022-01-05 19:50:00,176.550003,176.779998,176.440002,176.629898,926524.0,176.36,0
223,1641412500,0,2022-01-05 19:55:00,176.619995,176.699996,176.36,176.505004,800634.0,176.050003,0
224,1641412800,0,2022-01-05 20:00:00,176.509994,176.550003,175.949996,175.973403,1404974.0,175.529998,0
225,1641413100,0,2022-01-05 20:05:00,175.975006,176.139999,175.259994,175.749893,1977938.0,174.835006,0
226,1641413400,0,2022-01-05 20:10:00,175.75,176.320007,175.529998,176.297393,1472382.0,174.919998,0
227,1641413700,0,2022-01-05 20:15:00,176.289993,176.490005,176.020004,176.158706,1300162.0,174.245407,0
228,1641414000,0,2022-01-05 20:20:00,176.139999,176.389999,175.880004,176.339996,1259088.0,174.889999,0
229,1641414300,0,2022-01-05 20:25:00,176.339996,176.619995,176.071197,176.340301,1194570.0,175.210006,0
230,1641414600,0,2022-01-05 20:30:00,176.350006,176.639999,176.199996,176.521804,1267875.0,174.509994,0
231,1641414900,0,2022-01-05 20:35:00,176.527999,176.839996,176.270004,176.660003,1412338.0,174.181198,0
232,1641415200,0,2022-01-05 20:40:00,176.659606,176.800003,176.339996,176.36,1516394.0,173.979003,0
233,1641415500,0,2022-01-05 20:45:00,176.369995,176.470001,175.949996,176.050003,1586661.0,172.580001,0
234,1641415800,0,2022-01-05 20:50:00,176.039993,176.320007,175.330001,175.529998,3227785.0,172.770095,0
235,1641416100,0,2022-01-05 20:55:00,175.539993,175.669998,174.639999,174.835006,5975330.0,172.949996,0
237,1641479400,0,2022-01-06 14:30:00,172.699996,174.245407,172.11,174.245407,8566216.0,173.210006,0
238,1641479700,0,2022-01-06 14:35:00,174.25,175.179992,174.119995,174.889999,2490628.0,173.520004,0
239,1641480000,0,2022-01-06 14:40:00,175.0,175.259994,174.820007,175.210006,1915252.0,174.179992,0
240,1641480300,0,2022-01-06 14:45:00,175.125,175.279998,174.5,174.509994,1729283.0,174.199996,0
241,1641480600,0,2022-01-06 14:50:00,174.0,174.800003,174.0,174.181198,1797676.0,173.550094,0
242,1641480900,0,2022-01-06 14:55:00,174.199401,174.300003,173.710098,173.979003,1526583.0,173.690002,0
243,1641481200,0,2022-01-06 15:00:00,173.949996,174.270004,172.532196,172.580001,2257147.0,173.238998,0
244,1641481500,0,2022-01-06 15:05:00,172.587997,173.199996,172.479995,172.770095,2033808.0,173.539901,0
245,1641481800,0,2022-01-06 15:10:00,172.770004,173.029998,172.169998,172.949996,1822137.0,173.121902,0
246,1641482100,0,2022-01-06 15:15:00,172.949996,173.850006,172.949996,173.259902,1658158.0,173.320007,0
247,1641482400,0,2022-01-06 15:20:00,173.240005,173.419998,172.910003,173.210006,1290873.0,173.9635,0
248,1641482700,0,2022-01-06 15:25:00,173.190093,173.919998,173.169998,173.520004,1571989.0,173.710006,0
249,1641483000,0,2022-01-06 15:30:00,173.509994,174.289993,173.470001,174.179992,1541315.0,173.729995,0
250,1641483300,0,2022-01-06 15:35:00,174.179992,174.300003,173.880004,174.199996,1078191.0,173.220001,0
251,1641483600,0,2022-01-06 15:40:00,174.195007,174.289993,173.410003,173.550094,1742591.0,172.990005,0
252,1641483900,0,2022-01-06 15:45:00,173.570007,173.720001,173.199996,173.690002,1227893.0,173.270004,0
253,1641484200,0,2022-01-06 15:50:00,173.669998,173.679901,173.089996,173.238998,901250.0,173.009994,0
254,1641484500,0,2022-01-06 15:55:00,173.240005,173.770004,173.202697,173.539901,1157128.0,173.009994,0
255,1641484800,0,2022-01-06 16:00:00,173.550003,173.699996,173.029998,173.121902,1140219.0,173.324996,0
256,1641485100,0,2022-01-06 16:05:00,173.130004,173.350006,172.9691,173.320007,996561.0,172.985,0
257,1641485400,0,2022-01-06 16:10:00,173.320007,174.070007,173.240005,173.9635,1166174.0,172.679992,0
258,1641485700,0,2022-01-06 16:15:00,173.960006,174.240005,173.639999,173.710006,1079574.0,173.220001,0
259,1641486000,0,2022-01-06 16:20:00,173.729995,173.737197,173.36,173.729995,842691.0,173.11,0
