,Portfolio,Cash
420,1019681.380048495,1019681.380048495
421,1019681.380048495,1019681.380048495
422,1019681.380048495,1019681.380048495
423,1019681.380048495,1019681.380048495
424,1019681.380048495,1019681.380048495
425,1019681.380048495,1019681.380048495
426,1019681.380048495,1019681.380048495
427,1019681.380048495,1019681.380048495
428,1019681.380048495,1019681.380048495
429,1019681.380048495,1019681.380048495
430,1019681.380048495,1019681.380048495
431,1019681.380048495,1019681.380048495
432,1019681.380048495,1019681.380048495
433,1019681.380048495,1019681.380048495
434,1019681.380048495,1019681.380048495
435,1019681.380048495,1019681.380048495
436,1019681.380048495,1019681.380048495
437,1019681.380048495,1019681.380048495
438,1019681.380048495,1019681.380048495
439,1019681.380048495,1019681.380048495
440,1019681.380048495,1019681.380048495
441,1019681.380048495,1019681.380048495
442,1019681.380048495,1019681.380048495
443,1019681.380048495,1019681.380048495
444,1019681.380048495,1019681.380048495
445,1019681.380048495,1019681.380048495
446,1019681.380048495,1019681.380048495
447,1019681.380048495,1019681.380048495
448,1019681.380048495,1019681.380048495
449,1019681.380048495,1019681.380048495
450,1019681.380048495,1019681.380048495
451,1019681.380048495,1019681.380048495
452,1019681.380048495,1019681.380048495
453,1019681.380048495,1019681.380048495
454,1019681.380048495,1019681.380048495
455,1019681.380048495,1019681.380048495
456,1019681.380048495,1019681.380048495
457,1019681.380048495,1019681.380048495
458,1019681.380048495,1019681.380048495
459,1019681.380048495,1019681.380048495
460,1019681.380048495,1019681.380048495
461,1019681.380048495,1019681.380048495
462,1019681.380048495,1019681.380048495
463,1019681.380048495,1019681.380048495
464,1019681.380048495,1019681.380048495
465,1019681.380048495,1019681.380048495
466,1019681.380048495,1019681.380048495
467,1019681.380048495,1019681.380048495
468,1019681.380048495,1019681.380048495
469,1019681.380048495,1019681.380048495
470,1019681.380048495,1019681.380048495
471,1019681.380048495,1019681.380048495
472,1019681.380048495,1019681.380048495
473,1019681.380048495,1019681.380048495
474,1019681.380048495,1019681.380048495
475,1019681.380048495,1019681.380048495
476,1019681.380048495,1019681.380048495
477,1019681.380048495,1019681.380048495
478,1019681.380048495,1019681.380048495
479,1019681.380048495,1019681.380048495
480,1019681.380048495,1019681.380048495
481,1019681.380048495,1019681.380048495
482,1019681.380048495,1019681.380048495
483,1019681.380048495,1019681.380048495
484,1019681.380048495,1019681.380048495
485,1019681.380048495,1019681.380048495
486,1019681.380048495,1019681.380048495
487,1019681.380048495,1019681.380048495
488,1019681.380048495,1019681.380048495
489,1019681.380048495,1019681.380048495
490,1019681.380048495,1019681.380048495
491,1019681.380048495,1019681.380048495
492,1019681.380048495,1019681.380048495
493,1019681.380048495,1019681.380048495
494,1019681.380048495,1019681.380048495
495,1019681.380048495,1019681.380048495
496,1019681.380048495,1019681.380048495
497,1019681.380048495,1019681.380048495
498,1019681.380048495,1019681.380048495
499,1019681.380048495,1019681.380048495
500,1019681.380048495,1019681.380048495
501,1019681.380048495,1019681.380048495
502,1019681.380048495,1019681.380048495
503,1019681.380048495,1019681.380048495
504,1019681.380048495,1019681.380048495
505,1019681.380048495,1019681.380048495
506,1019681.380048495,1019681.380048495
507,1019681.380048495,1019681.380048495
508,1019681.380048495,1019681.380048495
509,1019681.380048495,1019681.380048495
510,1019681.380048495,1019681.380048495
511,1019681.380048495,1019681.380048495
512,1019681.380048495,1019681.380048495
513,1019681.380048495,1019681.380048495
514,1019681.380048495,1019681.380048495
515,1019681.380048495,1019681.380048495
516,1019681.380048495,1019681.380048495
517,1019681.380048495,1019681.380048495
518,1019681.380048495,1019681.380048495
519,1019681.380048495,1019681.380048495
520,1019681.380048495,1019681.380048495
521,1019681.380048495,1019681.380048495
522,1019681.380048495,1019681.380048495
523,1019681.380048495,1019681.380048495
524,1019681.380048495,1019681.380048495
525,1019681.380048495,1019681.380048495
526,1019681.380048495,1019681.380048495
527,1019681.380048495,1019681.380048495
528,1019681.380048495,1019681.380048495
529,1019681.380048495,1019681.380048495
530,1019681.380048495,1019681.380048495
531,1019681.380048495,1019681.380048495
532,1019681.380048495,1019681.380048495
533,1019681.380048495,1019681.380048495
534,1019681.380048495,1019681.380048495
535,1019681.380048495,1019681.380048495
536,1019681.380048495,1019681.380048495
537,1019681.380048495,1019681.380048495
538,1019681.380048495,1019681.380048495
539,1019681.380048495,1019681.380048495
540,1019681.380048495,1019681.380048495
541,1019681.380048495,1019681.380048495
542,1019681.380048495,1019681.380048495
543,1019681.380048495,1019681.380048495
544,1019681.380048495,1019681.380048495
545,1019681.380048495,1019681.380048495
546,1019681.380048495,1019681.380048495
547,1019681.380048495,1019681.380048495
548,1019681.380048495,1019681.380048495
549,1019681.380048495,1019681.380048495
550,1019681.380048495,1019681.380048495
551,1019681.380048495,1019681.380048495
552,1019681.380048495,1019681.380048495
553,1019681.380048495,1019681.380048495
554,1019681.380048495,1019681.380048495
555,1019681.380048495,1019681.380048495
556,1019681.380048495,1019681.380048495
557,1019681.380048495,1019681.380048495
558,1019681.380048495,1019681.380048495
559,1019681.380048495,1019681.380048495
560,1019681.380048495,1019681.380048495
561,1019681.380048495,1019681.380048495
562,1019681.380048495,1019681.380048495
563,1019681.380048495,1019681.380048495
564,1019681.380048495,1019681.380048495
565,1019681.380048495,1019681.380048495
566,1019681.380048495,1019681.380048495
567,1019681.380048495,1019681.380048495
568,1019681.380048495,1019681.380048495
569,1019681.380048495,1019681.380048495
570,1019681.380048495,1019681.380048495
571,1019681.380048495,1019681.380048495
572,1019681.380048495,1019681.380048495
573,1019681.380048495,1019681.380048495
574,1019681.380048495,1019681.380048495
575,1019681.380048495,1019681.380048495
576,1019681.380048495,1019681.380048495
577,1019681.380048495,1019681.380048495
578,1019681.380048495,1019681.380048495
579,1019681.380048495,1019681.380048495
580,1019681.380048495,1019681.380048495
581,1019681.380048495,1019681.380048495
582,1019681.380048495,1019681.380048495
583,1019681.380048495,1019681.380048495
584,1019681.380048495,1019681.380048495
585,1019681.380048495,1019681.380048495
586,1019681.380048495,1019681.380048495
587,1019681.380048495,1019681.380048495
588,1019681.380048495,1019681.380048495
589,1019681.380048495,1019681.380048495
590,1019681.380048495,1019681.380048495
591,1019681.380048495,1019681.380048495
592,1019681.380048495,1019681.380048495
593,1019681.380048495,1019681.380048495
594,1019681.380048495,1019681.380048495
595,1019681.380048495,1019681.380048495
596,1019681.380048495,1019681.380048495
597,1019681.380048495,1019681.380048495
598,1019681.380048495,1019681.380048495
599,1019681.380048495,1019681.380048495
600,1019681.380048495,1019681.380048495
601,1019681.380048495,1019681.380048495
602,1019681.380048495,1019681.380048495
603,1019681.380048495,1019681.380048495
604,1019681.380048495,1019681.380048495
605,1019681.380048495,1019681.380048495
606,1019681.380048495,1019681.380048495
607,1019681.380048495,1019681.380048495
608,1019681.380048495,1019681.380048495
609,1019681.380048495,1019681.380048495
610,1019681.380048495,1019681.380048495
611,1019681.380048495,1019681.380048495
612,1019681.380048495,1019681.380048495
613,1019681.380048495,1019681.380048495
614,1019681.380048495,1019681.380048495
615,1019681.380048495,1019681.380048495
616,1019681.380048495,1019681.380048495
617,1019681.380048495,1019681.380048495
618,1019681.380048495,1019681.380048495
619,1019681.380048495,1019681.380048495
620,1019681.380048495,1019681.380048495
621,1019681.380048495,1019681.380048495
622,1019681.380048495,1019681.380048495
623,1019681.380048495,1019681.380048495
624,1019681.380048495,1019681.380048495
625,1019681.380048495,1019681.380048495
626,1019681.380048495,1019681.380048495
627,1019681.380048495,1019681.380048495
628,1019681.380048495,1019681.380048495
629,1019681.380048495,1019681.380048495
630,1019681.380048495,1019681.380048495
631,1019681.380048495,1019681.380048495
632,1019681.380048495,1019681.380048495
633,1019681.380048495,1019681.380048495
634,1019681.380048495,1019681.380048495
635,1019681.380048495,1019681.380048495
636,1019681.380048495,1019681.380048495
637,1019681.380048495,1019681.380048495
638,1019681.380048495,1019681.380048495
639,1019681.380048495,1019681.380048495
640,1019681.380048495,1019681.380048495
641,1019681.380048495,1019681.380048495
642,1019681.380048495,1019681.380048495
643,1019681.380048495,1019681.380048495
644,1019681.380048495,1019681.380048495
645,1019681.380048495,1019681.380048495
646,1019681.380048495,1019681.380048495
647,1019681.380048495,1019681.380048495
648,1019681.380048495,1019681.380048495
649,1019681.380048495,1019681.380048495
650,1019681.380048495,1019681.380048495
651,1019681.380048495,1019681.380048495
652,1019681.380048495,1019681.380048495
653,1019681.380048495,1019681.380048495
654,1019681.380048495,1019681.380048495
655,1019681.380048495,1019681.380048495
656,1019681.380048495,1019681.380048495
657,1019681.380048495,1019681.380048495
658,1019681.380048495,1019681.380048495
659,1019681.380048495,1019681.380048495
660,1019681.380048495,1019681.380048495
661,1019681.380048495,1019681.380048495
662,1019681.380048495,1019681.380048495
663,1019681.380048495,1019681.380048495
664,1019681.380048495,1019681.380048495
665,1019681.380048495,1019681.380048495
666,1019681.380048495,1019681.380048495
667,1019681.380048495,1019681.380048495
668,1019681.380048495,1019681.380048495
669,1019681.380048495,1019681.380048495
670,1019681.380048495,1019681.380048495
671,1019681.380048495,1019681.380048495
672,1019681.380048495,1019681.380048495
673,1019681.380048495,1019681.380048495
674,1019681.380048495,1019681.380048495
675,1019681.380048495,1019681.380048495
676,1019681.380048495,1019681.380048495
677,1019681.380048495,1019681.380048495
678,1019681.380048495,1019681.380048495
679,1019681.380048495,1019681.380048495
680,1019681.380048495,1019681.380048495
681,1019681.380048495,1019681.380048495
682,1019681.380048495,1019681.380048495
683,1019681.380048495,1019681.380048495
684,1019681.380048495,1019681.380048495
685,1019681.380048495,1019681.380048495
686,1019681.380048495,1019681.380048495
687,1019681.380048495,1019681.380048495
688,1019681.380048495,1019681.380048495
689,1019681.380048495,1019681.380048495
690,1019681.380048495,1019681.380048495
691,1019681.380048495,1019681.380048495
692,1019681.380048495,1019681.380048495
693,1019681.380048495,1019681.380048495
694,1019681.380048495,1019681.380048495
695,1019681.380048495,1019681.380048495
696,1019681.380048495,1019681.380048495
697,1019681.380048495,1019681.380048495
698,1019681.380048495,1019681.380048495
699,1019681.380048495,1019681.380048495
700,1019681.380048495,1019681.380048495
701,1019681.380048495,1019681.380048495
702,1019681.380048495,1019681.380048495
703,1019681.380048495,1019681.380048495
704,1019681.380048495,1019681.380048495
705,1019681.380048495,1019681.380048495
706,1019681.380048495,1019681.380048495
707,1019681.380048495,1019681.380048495
708,1019681.380048495,1019681.380048495
709,1019681.380048495,1019681.380048495
710,1019681.380048495,1019681.380048495
711,1019681.380048495,1019681.380048495
712,1019681.380048495,1019681.380048495
713,1019681.380048495,1019681.380048495
714,1019681.380048495,1019681.380048495
715,1019681.380048495,1019681.380048495
716,1019681.380048495,1019681.380048495
717,1019681.380048495,1019681.380048495
718,1019681.380048495,1019681.380048495
719,1019681.380048495,1019681.380048495
720,1019681.380048495,1019681.380048495
721,1019681.380048495,1019681.380048495
722,1019681.380048495,1019681.380048495
723,1019681.380048495,1019681.380048495
724,1019681.380048495,1019681.380048495
725,1019681.380048495,1019681.380048495
726,1019681.380048495,1019681.380048495
727,1019681.380048495,1019681.380048495
728,1019681.380048495,1019681.380048495
729,1019681.380048495,1019681.380048495
730,1019681.380048495,1019681.380048495
731,1019681.380048495,1019681.380048495
732,1019681.380048495,1019681.380048495
733,1019681.380048495,1019681.380048495
734,1019681.380048495,1019681.380048495
735,1019681.380048495,1019681.380048495
736,1019681.380048495,1019681.380048495
737,1019681.380048495,1019681.380048495
738,1019681.380048495,1019681.380048495
739,1019681.380048495,1019681.380048495
740,1019681.380048495,1019681.380048495
741,1019681.380048495,1019681.380048495
742,1019681.380048495,1019681.380048495
743,1019681.380048495,1019681.380048495
744,1019681.380048495,1019681.380048495
745,1019681.380048495,1019681.380048495
746,1019681.380048495,1019681.380048495
747,1019681.380048495,1019681.380048495
748,1019681.380048495,1019681.380048495
749,1019681.380048495,1019681.380048495
750,1019681.380048495,1019681.380048495
751,1019681.380048495,1019681.380048495
752,1019681.380048495,1019681.380048495
753,1019681.380048495,1019681.380048495
754,1019681.380048495,1019681.380048495
755,1019681.380048495,1019681.380048495
756,1019681.380048495,1019681.380048495
757,1019681.380048495,1019681.380048495
758,1019681.380048495,1019681.380048495
759,1019681.380048495,1019681.380048495
760,1019681.380048495,1019681.380048495
761,1019681.380048495,1019681.380048495
762,1019681.380048495,1019681.380048495
763,1019681.380048495,1019681.380048495
764,1019681.380048495,1019681.380048495
765,1019681.380048495,1019681.380048495
766,1019681.380048495,1019681.380048495
767,1019681.380048495,1019681.380048495
768,1019681.380048495,1019681.380048495
769,1019681.380048495,1019681.380048495
770,1019681.380048495,1019681.380048495
771,1019681.380048495,1019681.380048495
772,1019681.380048495,1019681.380048495
773,1019681.380048495,1019681.380048495
774,1019681.380048495,1019681.380048495
